adv,adv_attribution
ahead,0.05581350181977731
where,0.005383133152023464
currently,1.2770457503948098e-05
how,0.011291060207061021
how,0.011291060207061021
mainly,1.945497429362739e-05
briefly,0.0
only,0.006555071044314288
ever,0.08087175168005667
how,0.011291060207061021
how,0.011291060207061021
too,0.01221369369616272
simply,3.4258188762180125e-05
where,0.005383133152023464
when,0.009102604520280885
very,0.0004267493776573758
just,0.005392557721053908
here,0.013058234503259387
too,0.01221369369616272
ever,0.08087175168005667
also,3.939177701676398e-05
again,0.0004310251021314026
gravitationally,0.0
gravitationally,0.0
so,0.012668555403823988
how,0.011291060207061021
most,4.861713683125803e-05
commonly,0.0
clearly,4.130202635979298e-05
how,0.011291060207061021
how,0.011291060207061021
too,0.01221369369616272
here,0.013058234503259387
as,0.005910869729766178
well,0.0016694630001331447
also,3.939177701676398e-05
again,0.0004310251021314026
only,0.006555071044314288
ever,0.08087175168005667
never,0.020942364493819712
only,0.006555071044314288
though,0.006266190296418081
more,0.003492241840041468
why,0.04499547789507638
furthermore,0.0
above,1.3474405982078002e-05
now,0.020482144244758287
very,0.0004267493776573758
so,0.012668555403823988
more,0.003492241840041468
before,0.0005608545179220459
yet,0.013219129209180029
fundamentally,0.0
well,0.0016694630001331447
too,0.01221369369616272
long,0.04719336707164492
just,0.005392557721053908
most,4.861713683125803e-05
notably,0.0
also,3.939177701676398e-05
msg,0.0
here,0.013058234503259387
often,0.18809969089135165
perhaps,2.4647064257791297e-05
however,0.017856913352569326
almost,0.005713114587332352
btw,0.0
so,0.012668555403823988
before,0.0005608545179220459
correctly,6.273448231225825e-05
overall,0.0
where,0.005383133152023464
then,0.014523088883873572
later,4.4382116823109566e-05
however,0.017856913352569326
entirely,4.280755845164146e-05
probably,0.007594868558525457
rather,3.2386329627886596e-05
primarily,0.0
rather,3.2386329627886596e-05
then,0.014523088883873572
possibly,0.025924858306701482
pretty,2.0405234930020152e-05
somewhat,2.9761757014957364e-05
else,3.2740563011497186e-05
already,0.0055740044710203985
also,3.939177701676398e-05
seriously,0.02284812613273074
here,0.013058234503259387
why,0.04499547789507638
instead,0.001502137864733788
newly,0.0
still,0.016881124959634976
constantly,8.088216123647685e-05
much,0.004551166021850389
more,0.003492241840041468
widely,5.807262515060481e-05
legally,7.497611506263507e-05
very,0.0004267493776573758
well,0.0016694630001331447
sometimes,0.0
mentally,0.0
carefully,6.449308792259362e-06
really,0.018393076783114408
fully,6.163091111899302e-06
mostly,5.827753866943731e-05
back,0.020371977388389164
now,0.020482144244758287
simply,3.4258188762180125e-05
away,0.03272411425364845
already,0.0055740044710203985
apparently,0.0010831762887112209
permanently,3.782157560866853e-05
solely,9.480785260929416e-06
instead,0.001502137864733788
much,0.004551166021850389
personally,1.1496012566724027e-05
when,0.009102604520280885
when,0.009102604520280885
then,0.014523088883873572
then,0.014523088883873572
well,0.0016694630001331447
immediately,2.8301338714640546e-05
why,0.04499547789507638
only,0.006555071044314288
vaguely,0.0
shockingly,0.0
more,0.003492241840041468
possibly,0.025924858306701482
so,0.012668555403823988
much,0.004551166021850389
really,0.018393076783114408
then,0.014523088883873572
when,0.009102604520280885
away,0.03272411425364845
so,0.012668555403823988
really,0.018393076783114408
obviously,0.011945239225171593
obviously,0.011945239225171593
obviously,0.011945239225171593
obviously,0.011945239225171593
how,0.011291060207061021
how,0.011291060207061021
also,3.939177701676398e-05
however,0.017856913352569326
also,3.939177701676398e-05
here,0.013058234503259387
when,0.009102604520280885
first,2.2912330226998e-05
eventually,2.18521579900288e-05
how,0.011291060207061021
where,0.005383133152023464
just,0.005392557721053908
why,0.04499547789507638
just,0.005392557721053908
also,3.939177701676398e-05
how,0.011291060207061021
there,0.0006474370654746454
too,0.01221369369616272
indeed,2.4316913620424962e-05
sensibly,0.0
however,0.017856913352569326
somewhat,2.9761757014957364e-05
just,0.005392557721053908
again,0.0004310251021314026
very,0.0004267493776573758
as,0.005910869729766178
later,4.4382116823109566e-05
now,0.020482144244758287
already,0.0055740044710203985
just,0.005392557721053908
so,0.012668555403823988
on,0.0040465092021713155
simply,3.4258188762180125e-05
prior,2.7436707182991292e-06
indeed,2.4316913620424962e-05
most,4.861713683125803e-05
fully,6.163091111899302e-06
yet,0.013219129209180029
still,0.016881124959634976
now,0.020482144244758287
where,0.005383133152023464
up,0.011366339707248221
down,0.016728735743015758
when,0.009102604520280885
always,5.651527191184529e-05
how,0.011291060207061021
still,0.016881124959634976
really,0.018393076783114408
also,3.939177701676398e-05
explicitly,0.0
now,0.020482144244758287
when,0.009102604520280885
simply,3.4258188762180125e-05
usually,4.016476453889479e-05
really,0.018393076783114408
that,0.0021153435794114524
though,0.006266190296418081
really,0.018393076783114408
either,0.008874836179283524
so,0.012668555403823988
around,1.222194535262591e-05
here,0.013058234503259387
exactly,0.048318505192781955
especially,3.1409190165447805e-05
too,0.01221369369616272
so,0.012668555403823988
widely,5.807262515060481e-05
thus,3.174083603249502e-05
perhaps,2.4647064257791297e-05
arguably,0.0
as,0.005910869729766178
far,0.030864520781285813
just,0.005392557721053908
above,1.3474405982078002e-05
then,0.014523088883873572
around,1.222194535262591e-05
here,0.013058234503259387
no,0.005851300821436282
longer,1.1272204132040882e-05
where,0.005383133152023464
instead,0.001502137864733788
most,4.861713683125803e-05
yet,0.013219129209180029
still,0.016881124959634976
where,0.005383133152023464
how,0.011291060207061021
there,0.0006474370654746454
why,0.04499547789507638
more,0.003492241840041468
specifically,9.894120137978888e-07
why,0.04499547789507638
also,3.939177701676398e-05
relatively,0.0
generally,5.763006009083129e-05
too,0.01221369369616272
also,3.939177701676398e-05
more,0.003492241840041468
particularily,0.0
more,0.003492241840041468
now,0.020482144244758287
actually,0.02024790052138393
so,0.012668555403823988
btw,0.0
less,2.5918746200367337e-05
exceptionally,0.0
so,0.012668555403823988
just,0.005392557721053908
here,0.013058234503259387
just,0.005392557721053908
always,5.651527191184529e-05
so,0.012668555403823988
when,0.009102604520280885
quite,4.6419601017217355e-05
entirely,4.280755845164146e-05
polycarp,0.0
already,0.0055740044710203985
now,0.020482144244758287
even,0.0012275454386821798
however,0.017856913352569326
roughly,2.4330298420115346e-05
however,0.017856913352569326
usually,4.016476453889479e-05
usually,4.016476453889479e-05
usually,4.016476453889479e-05
again,0.0004310251021314026
also,3.939177701676398e-05
commonly,0.0
so,0.012668555403823988
now,0.020482144244758287
apparently,0.0010831762887112209
merely,2.058817577095946e-05
merely,2.058817577095946e-05
up,0.011366339707248221
there,0.0006474370654746454
before,0.0005608545179220459
again,0.0004310251021314026
downright,0.0
just,0.005392557721053908
originally,0.0
around,1.222194535262591e-05
specifically,9.894120137978888e-07
too,0.01221369369616272
how,0.011291060207061021
unfortunately,1.7239606380202878e-05
out,0.012353243277573964
there,0.0006474370654746454
so,0.012668555403823988
above,1.3474405982078002e-05
as,0.005910869729766178
well,0.0016694630001331447
all,0.016762882591835383
just,0.005392557721053908
now,0.020482144244758287
then,0.014523088883873572
very,0.0004267493776573758
else,3.2740563011497186e-05
just,0.005392557721053908
ahead,0.05581350181977731
just,0.005392557721053908
even,0.0012275454386821798
worse,0.0
awfully,0.0
just,0.005392557721053908
so,0.012668555403823988
maybe,0.021990419171834415
as,0.005910869729766178
well,0.0016694630001331447
likewise,0.0
however,0.017856913352569326
currently,1.2770457503948098e-05
so,0.012668555403823988
maybe,0.021990419171834415
just,0.005392557721053908
also,3.939177701676398e-05
as,0.005910869729766178
well,0.0016694630001331447
seriously,0.02284812613273074
just,0.005392557721053908
too,0.01221369369616272
onwards,0.0
pretty,2.0405234930020152e-05
directly,8.963884270745949e-05
above,1.3474405982078002e-05
rightly,0.0
wrongly,0.0
so,0.012668555403823988
perhaps,2.4647064257791297e-05
sometime,0.0
more,0.003492241840041468
also,3.939177701676398e-05
now,0.020482144244758287
forward,3.436057380565146e-05
otherwise,2.6709509526798318e-05
just,0.005392557721053908
seriously,0.02284812613273074
here,0.013058234503259387
pretty,2.0405234930020152e-05
before,0.0005608545179220459
recently,1.5265757724006315e-05
also,3.939177701676398e-05
just,0.005392557721053908
basically,0.0
too,0.01221369369616272
also,3.939177701676398e-05
where,0.005383133152023464
more,0.003492241840041468
more,0.003492241840041468
correctly,6.273448231225825e-05
then,0.014523088883873572
also,3.939177701676398e-05
more,0.003492241840041468
even,0.0012275454386821798
economically,0.0
politically,2.2871388767671856e-07
mercilessly,0.0
here,0.013058234503259387
btw,0.0
rather,3.2386329627886596e-05
soon,1.552313989323511e-05
still,0.016881124959634976
just,0.005392557721053908
too,0.01221369369616272
very,0.0004267493776573758
maybe,0.021990419171834415
back,0.020371977388389164
here,0.013058234503259387
still,0.016881124959634976
when,0.009102604520280885
above,1.3474405982078002e-05
whereby,3.502364973307435e-05
around,1.222194535262591e-05
initially,9.758327467281182e-06
apparantly,0.0
roughly,2.4330298420115346e-05
about,0.006100933101692027
best,4.730281207422514e-05
about,0.006100933101692027
finally,3.38510997998933e-05
just,0.005392557721053908
also,3.939177701676398e-05
really,0.018393076783114408
at,0.008083696890627354
all,0.016762882591835383
more,0.003492241840041468
why,0.04499547789507638
more,0.003492241840041468
often,0.18809969089135165
where,0.005383133152023464
when,0.009102604520280885
however,0.017856913352569326
purely,1.5636078239263396e-05
certainly,3.2506414007478606e-05
so,0.012668555403823988
elsewhere,3.545144315468818e-05
entirely,4.280755845164146e-05
however,0.017856913352569326
certainly,3.2506414007478606e-05
even,0.0012275454386821798
why,0.04499547789507638
so,0.012668555403823988
hence,1.3389381929508036e-05
so,0.012668555403823988
much,0.004551166021850389
harder,0.002537800221775986
surely,7.099484289776554e-06
as,0.005910869729766178
how,0.011291060207061021
rather,3.2386329627886596e-05
so,0.012668555403823988
why,0.04499547789507638
also,3.939177701676398e-05
regardless,6.713069119227328e-06
where,0.005383133152023464
now,0.020482144244758287
certainly,3.2506414007478606e-05
where,0.005383133152023464
certainly,3.2506414007478606e-05
certainly,3.2506414007478606e-05
definitely,2.2967348402744777e-05
simply,3.4258188762180125e-05
back,0.020371977388389164
ago,1.2559029212826222e-05
really,0.018393076783114408
actually,0.02024790052138393
just,0.005392557721053908
really,0.018393076783114408
anymore,0.010023970228875582
though,0.006266190296418081
else,3.2740563011497186e-05
so,0.012668555403823988
probably,0.007594868558525457
totally,0.04608825037737036
apperantely,0.0
somehow,0.19184309430352386
rather,3.2386329627886596e-05
more,0.003492241840041468
often,0.18809969089135165
more,0.003492241840041468
accurately,0.0
too,0.01221369369616272
instead,0.001502137864733788
mainly,1.945497429362739e-05
where,0.005383133152023464
otherwise,2.6709509526798318e-05
just,0.005392557721053908
recently,1.5265757724006315e-05
how,0.011291060207061021
how,0.011291060207061021
never,0.020942364493819712
also,3.939177701676398e-05
above,1.3474405982078002e-05
that,0.0021153435794114524
is,0.009910594715776074
instead,0.001502137864733788
equally,0.0008067515177432732
even,0.0012275454386821798
more,0.003492241840041468
most,4.861713683125803e-05
how,0.011291060207061021
generally,5.763006009083129e-05
generally,5.763006009083129e-05
also,3.939177701676398e-05
generally,5.763006009083129e-05
simply,3.4258188762180125e-05
simply,3.4258188762180125e-05
generally,5.763006009083129e-05
simply,3.4258188762180125e-05
also,3.939177701676398e-05
simply,3.4258188762180125e-05
most,4.861713683125803e-05
kindly,7.542570631775412e-08
vaa,0.0
so,0.012668555403823988
there,0.0006474370654746454
only,0.006555071044314288
now,0.020482144244758287
later,4.4382116823109566e-05
too,0.01221369369616272
perhaps,2.4647064257791297e-05
also,3.939177701676398e-05
somewhat,2.9761757014957364e-05
indeed,2.4316913620424962e-05
however,0.017856913352569326
so,0.012668555403823988
probably,0.007594868558525457
most,4.861713683125803e-05
together,0.003758744250291916
how,0.011291060207061021
very,0.0004267493776573758
immediately,2.8301338714640546e-05
immediately,2.8301338714640546e-05
as,0.005910869729766178
back,0.020371977388389164
where,0.005383133152023464
first,2.2912330226998e-05
when,0.009102604520280885
partially,0.0
less,2.5918746200367337e-05
clear,0.028754933486902227
very,0.0004267493776573758
likely,0.002655697188771137
as,0.005910869729766178
far,0.030864520781285813
just,0.005392557721053908
even,0.0012275454386821798
when,0.009102604520280885
so,0.012668555403823988
just,0.005392557721053908
as,0.005910869729766178
where,0.005383133152023464
so,0.012668555403823988
far,0.030864520781285813
obviously,0.011945239225171593
now,0.020482144244758287
just,0.005392557721053908
strongly,3.424453121602249e-05
when,0.009102604520280885
why,0.04499547789507638
ever,0.08087175168005667
when,0.009102604520280885
apparently,0.0010831762887112209
rather,3.2386329627886596e-05
properly,6.367000857416744e-05
where,0.005383133152023464
piccadilly,0.0
where,0.005383133152023464
piccadilly,0.0
forward,3.436057380565146e-05
over,0.00154353874543887
all,0.016762882591835383
around,1.222194535262591e-05
here,0.013058234503259387
piccadilly,0.0
tightly,0.0
so,0.012668555403823988
well,0.0016694630001331447
at,0.008083696890627354
all,0.016762882591835383
why,0.04499547789507638
there,0.0006474370654746454
there,0.0006474370654746454
there,0.0006474370654746454
immediatly,0.0
as,0.005910869729766178
well,0.0016694630001331447
too,0.01221369369616272
too,0.01221369369616272
better,0.022336396443656207
all,0.016762882591835383
here,0.013058234503259387
sometimes,0.0
more,0.003492241840041468
never,0.020942364493819712
too,0.01221369369616272
still,0.016881124959634976
why,0.04499547789507638
up,0.011366339707248221
there,0.0006474370654746454
about,0.006100933101692027
too,0.01221369369616272
actually,0.02024790052138393
so,0.012668555403823988
really,0.018393076783114408
right,0.01575369180340423
now,0.020482144244758287
somewhat,2.9761757014957364e-05
too,0.01221369369616272
there,0.0006474370654746454
now,0.020482144244758287
unquestionably,0.0
further,3.103957083986908e-05
on,0.0040465092021713155
when,0.009102604520280885
last,0.013810608367315545
simply,3.4258188762180125e-05
why,0.04499547789507638
actually,0.02024790052138393
very,0.0004267493776573758
again,0.0004310251021314026
already,0.0055740044710203985
now,0.020482144244758287
really,0.018393076783114408
below,3.758749975398201e-05
as,0.005910869729766178
well,0.0016694630001331447
rarely,0.00011224061877390052
ever,0.08087175168005667
sometimes,0.0
as,0.005910869729766178
well,0.0016694630001331447
recently,1.5265757724006315e-05
very,0.0004267493776573758
close,3.2904155020814054e-06
where,0.005383133152023464
about,0.006100933101692027
rarely,0.00011224061877390052
ever,0.08087175168005667
regardless,6.713069119227328e-06
earlier,0.0
already,0.0055740044710203985
here,0.013058234503259387
hardly,0.048311038825901355
even,0.0012275454386821798
also,3.939177701676398e-05
then,0.014523088883873572
only,0.006555071044314288
therefore,8.861891492193989e-06
more,0.003492241840041468
quite,4.6419601017217355e-05
so,0.012668555403823988
here,0.013058234503259387
there,0.0006474370654746454
finally,3.38510997998933e-05
better,0.022336396443656207
therefore,8.861891492193989e-06
only,0.006555071044314288
correctly,6.273448231225825e-05
correctly,6.273448231225825e-05
how,0.011291060207061021
so,0.012668555403823988
hence,1.3389381929508036e-05
just,0.005392557721053908
slightly,3.15529545293074e-05
still,0.016881124959634976
as,0.005910869729766178
well,0.0016694630001331447
automatically,6.902033076028998e-06
however,0.017856913352569326
however,0.017856913352569326
historically,0.0
still,0.016881124959634976
otherwise,2.6709509526798318e-05
back,0.020371977388389164
perhaps,2.4647064257791297e-05
how,0.011291060207061021
probably,0.007594868558525457
more,0.003492241840041468
why,0.04499547789507638
here,0.013058234503259387
where,0.005383133152023464
why,0.04499547789507638
how,0.011291060207061021
back,0.020371977388389164
more,0.003492241840041468
there,0.0006474370654746454
when,0.009102604520280885
badly,0.0
long,0.04719336707164492
personally,1.1496012566724027e-05
there,0.0006474370654746454
hysterically,0.0
back,0.020371977388389164
home,0.16641329558209023
however,0.017856913352569326
as,0.005910869729766178
well,0.0016694630001331447
away,0.03272411425364845
back,0.020371977388389164
over,0.00154353874543887
over,0.00154353874543887
however,0.017856913352569326
even,0.0012275454386821798
so,0.012668555403823988
now,0.020482144244758287
very,0.0004267493776573758
much,0.004551166021850389
scientifically,0.0
just,0.005392557721053908
how,0.011291060207061021
exactly,0.048318505192781955
no,0.005851300821436282
longer,1.1272204132040882e-05
right,0.01575369180340423
now,0.020482144244758287
now,0.020482144244758287
also,3.939177701676398e-05
just,0.005392557721053908
again,0.0004310251021314026
exactly,0.048318505192781955
very,0.0004267493776573758
well,0.0016694630001331447
above,1.3474405982078002e-05
where,0.005383133152023464
probably,0.007594868558525457
now,0.020482144244758287
easily,1.6857465726759134e-05
why,0.04499547789507638
practically,0.0
sometimes,0.0
where,0.005383133152023464
rather,3.2386329627886596e-05
pretty,2.0405234930020152e-05
outside,4.746104846126993e-05
so,0.012668555403823988
really,0.018393076783114408
carefully,6.449308792259362e-06
pretty,2.0405234930020152e-05
so,0.012668555403823988
only,0.006555071044314288
often,0.18809969089135165
better,0.022336396443656207
now,0.020482144244758287
still,0.016881124959634976
also,3.939177701676398e-05
more,0.003492241840041468
too,0.01221369369616272
relatively,0.0
essentially,7.707598426143826e-06
still,0.016881124959634976
increasingly,0.0
easily,1.6857465726759134e-05
similarly,2.9166342504466725e-05
considerably,0.0
probably,0.007594868558525457
also,3.939177701676398e-05
where,0.005383133152023464
even,0.0012275454386821798
routinely,1.837868409012249e-05
totally,0.04608825037737036
why,0.04499547789507638
also,3.939177701676398e-05
perhaps,2.4647064257791297e-05
only,0.006555071044314288
theoretically,1.9116883391053617e-05
roughly,2.4330298420115346e-05
twice,0.021209778875755727
as,0.005910869729766178
long,0.04719336707164492
so,0.012668555403823988
so,0.012668555403823988
somewhere,1.6403132382117477e-05
else,3.2740563011497186e-05
here,0.013058234503259387
even,0.0012275454386821798
earlier,0.0
again,0.0004310251021314026
easily,1.6857465726759134e-05
just,0.005392557721053908
recently,1.5265757724006315e-05
so,0.012668555403823988
instead,0.001502137864733788
earlier,0.0
now,0.020482144244758287
just,0.005392557721053908
where,0.005383133152023464
so,0.012668555403823988
just,0.005392557721053908
where,0.005383133152023464
even,0.0012275454386821798
where,0.005383133152023464
even,0.0012275454386821798
even,0.0012275454386821798
then,0.014523088883873572
once,0.00567287100347044
again,0.0004310251021314026
anyway,1.3466901818935524e-05
just,0.005392557721053908
where,0.005383133152023464
also,3.939177701676398e-05
only,0.006555071044314288
here,0.013058234503259387
then,0.014523088883873572
again,0.0004310251021314026
then,0.014523088883873572
much,0.004551166021850389
again,0.0004310251021314026
well,0.0016694630001331447
once,0.00567287100347044
again,0.0004310251021314026
just,0.005392557721053908
again,0.0004310251021314026
quite,4.6419601017217355e-05
miserably,0.0
here,0.013058234503259387
furthermore,0.0
of,0.00320660943593502
also,3.939177701676398e-05
before,0.0005608545179220459
aside,1.796945854966269e-05
also,3.939177701676398e-05
most,4.861713683125803e-05
now,0.020482144244758287
supposedly,0.0
also,3.939177701676398e-05
how,0.011291060207061021
even,0.0012275454386821798
even,0.0012275454386821798
of,0.00320660943593502
course,0.12925681082839674
back,0.020371977388389164
though,0.006266190296418081
also,3.939177701676398e-05
defiantly,0.0
provocatively,0.0
as,0.005910869729766178
highly,5.452058835525311e-05
about,0.006100933101692027
thus,3.174083603249502e-05
furthermore,0.0
why,0.04499547789507638
also,3.939177701676398e-05
almost,0.005713114587332352
commonly,0.0
before,0.0005608545179220459
just,0.005392557721053908
away,0.03272411425364845
now,0.020482144244758287
pretty,2.0405234930020152e-05
so,0.012668555403823988
rather,3.2386329627886596e-05
rather,3.2386329627886596e-05
when,0.009102604520280885
much,0.004551166021850389
already,0.0055740044710203985
so,0.012668555403823988
here,0.013058234503259387
also,3.939177701676398e-05
well,0.0016694630001331447
elsewhere,3.545144315468818e-05
even,0.0012275454386821798
alone,0.011194855960861885
hopefully,2.926417470384916e-05
else,3.2740563011497186e-05
then,0.014523088883873572
why,0.04499547789507638
really,0.018393076783114408
merely,2.058817577095946e-05
very,0.0004267493776573758
aside,1.796945854966269e-05
back,0.020371977388389164
when,0.009102604520280885
first,2.2912330226998e-05
aside,1.796945854966269e-05
why,0.04499547789507638
simply,3.4258188762180125e-05
now,0.020482144244758287
no,0.005851300821436282
matter,2.5524889409254828e-05
how,0.011291060207061021
here,0.013058234503259387
still,0.016881124959634976
instead,0.001502137864733788
just,0.005392557721053908
how,0.011291060207061021
exactly,0.048318505192781955
then,0.014523088883873572
so,0.012668555403823988
just,0.005392557721053908
even,0.0012275454386821798
more,0.003492241840041468
quickly,3.576759592602131e-05
so,0.012668555403823988
even,0.0012275454386821798
therefore,8.861891492193989e-06
nowadays,0.0
just,0.005392557721053908
universally,2.4343558749448904e-05
probably,0.007594868558525457
ill,0.03719563374999652
also,3.939177701676398e-05
also,3.939177701676398e-05
clearly,4.130202635979298e-05
quite,4.6419601017217355e-05
now,0.020482144244758287
more,0.003492241840041468
never,0.020942364493819712
never,0.020942364493819712
ill,0.03719563374999652
then,0.014523088883873572
why,0.04499547789507638
nowhere,2.5668439473897126e-05
ever,0.08087175168005667
certainly,3.2506414007478606e-05
purely,1.5636078239263396e-05
here,0.013058234503259387
so,0.012668555403823988
right,0.01575369180340423
else,3.2740563011497186e-05
therefore,8.861891492193989e-06
so,0.012668555403823988
how,0.011291060207061021
most,4.861713683125803e-05
obviously,0.011945239225171593
certainly,3.2506414007478606e-05
as,0.005910869729766178
far,0.030864520781285813
later,4.4382116823109566e-05
anyway,1.3466901818935524e-05
surely,7.099484289776554e-06
simply,3.4258188762180125e-05
hopefully,2.926417470384916e-05
right,0.01575369180340423
probably,0.007594868558525457
most,4.861713683125803e-05
enough,0.038182418546508216
so,0.012668555403823988
vicariously,0.0
specifically,9.894120137978888e-07
reasonably,0.0
rather,3.2386329627886596e-05
also,3.939177701676398e-05
when,0.009102604520280885
even,0.0012275454386821798
directly,8.963884270745949e-05
vicariously,0.0
vicariously,0.0
very,0.0004267493776573758
when,0.009102604520280885
especially,3.1409190165447805e-05
more,0.003492241840041468
however,0.017856913352569326
why,0.04499547789507638
else,3.2740563011497186e-05
actually,0.02024790052138393
uncritically,0.0
only,0.006555071044314288
then,0.014523088883873572
at,0.008083696890627354
all,0.016762882591835383
here,0.013058234503259387
again,0.0004310251021314026
also,3.939177701676398e-05
so,0.012668555403823988
ever,0.08087175168005667
back,0.020371977388389164
again,0.0004310251021314026
how,0.011291060207061021
previously,3.6553700226860755e-05
now,0.020482144244758287
still,0.016881124959634976
really,0.018393076783114408
about,0.006100933101692027
so,0.012668555403823988
just,0.005392557721053908
yet,0.013219129209180029
of,0.00320660943593502
just,0.005392557721053908
just,0.005392557721053908
here,0.013058234503259387
just,0.005392557721053908
all,0.016762882591835383
miraculously,0.0
supposedly,0.0
also,3.939177701676398e-05
freely,9.65126639657254e-06
usually,4.016476453889479e-05
otherwise,2.6709509526798318e-05
just,0.005392557721053908
saintly,0.0
just,0.005392557721053908
where,0.005383133152023464
merely,2.058817577095946e-05
certainly,3.2506414007478606e-05
much,0.004551166021850389
totatlly,0.0
then,0.014523088883873572
